,movieName,movieYear,songName,songSinger,songMusic,songLyricist,songLyrics
746,Lekar Hum Deewana Dil ,2014,Khalifa,A. R. Rahman,A. R. Rahman,Amitabh Bhattacharya,"Gignan, gignan, gi gi na gina na na..
Aa.. a a a a a a
[Rap part]

[A. R. Rahman begins]

Khalifa, khaleefa, khalifa bade
Karam jale hain
Ae.. khalifa, khaleefa, khalifa bade
Karam jale hain
Zokhim hardam, hardam zokhim
Hamein yehi talab hai
Jaise tevar waise mausam
Yeh rutba alag hai

Khalifa, khaleefa, khalifa bade
Karam jale hain
Ae.. khalifa, khaleefa, khalifa bade
Karam jale hain
Zokhim hardam, hardam zokhim
Hamein yehi talab hai,,
Jaise tevar waise mausam
Yeh rutba alag hai
Khalifa, khaleefa, khalifa bade

[Rap part]

Aasman zaraa nichod ke o.. o.. 
Pee gaye sharbat neela o.. o.. 
Suraj ka ek tukda
Baadal ka ek tukda
Sau ungliyon se pakda chaba liya..

Khalifa, khaleefa, khalifa bade
Karam jale hain [Karam jale hain]
Ae.. khalifa, khaleefa, khalifa bade
Karam jale hain [Karam jale hain]
Zokhim hardam, hardam zokham
Hamein yehi talab hai
Jaise tevar waise mausam
Yeh rutba alag hai

[Rap part]

Khalifa, khaleefa, khalifa bade
Karam jale hain [Karam jale hain]
Khalifa, khaleefa, khalifa bade
Karam jale hain [Karam jale hain]
Zokhim hardam, hardam zokham
Hamein yehi talab hai
Jaise tevar waise mausam
Yeh rutba alag hai
Khalifa khalifa khalifa bade o.. o..

Khalifa, khaleefa, khalifa bade
Khalifa..
"
747,Life in A Metro ,2007,Alvida,Kay Kay,Pritam Chakraborty,Amitabh Varma,"Chupke se kahin, dheeme paon se
Jaane kis tarah, kis ghadi
Aage badh gaye, humse raahon mein
Par tum to abhi thhe yahin
Kuchh bhi na suna, kab ka tha gila
Kaise keh diya Alvida

Jinke darmiyan guzri thhi abhi
Kal tak yeh meri zindagi
Lo un baahon ko, thandhi chhaon ko
Hum bhi kar chale alvida

Alvida, alvida.. 
Meri raahein alvida
Meri sansein kehti hai alvida..
Alvida alvida..
Ab kehna aur kya
Jab tune keh diya alvida

Sun le bekhabar yun aakein pher kar
Aaj tu chali ja dhoondegi nazar 
Humko hi magar har jagah
Aisi raaton mein lekar karwatein
Yaad humein karna aur phir haar kar
Kehna kyun magar keh diya..
Alvida alvida..
Koi poochhe to zara
Kya socha aur kaha alvida
Alvida alvida..
Ab kehna aur kya 
Jab tune keh diya alvida

Hum thhe diljale, phir bhi dil kahe
Kash mere sang aaj hote tum agar
Hoti har dagar gulsitaan
Tumse hai khafa, hum naraz hain
Dil hai pareshan
Socha na suna, tune kyon bhala
Keh diya.. alvida alvida 
Koi poochhe to zara
Kya socha aur kaha alvida
Alvida alvida..
Ab kehna aur kya
Jab tune keh diya alvida

Ho.. ho...

Alvida alvida alvida..
Kyun socha aur kaha alvida..

Lo un baahon ko, thandhi chhaon ko
Hum bhi kar chale alvida
"
748,Life in A Metro ,2007,In Dino Dil Mera,Soham Chakrabarthy,Pritam Chakraborty,Sayeed Quadri,"Haan.. In dino dil mera
Mujhse hai keh raha
Tu.. khwaab saja
Tu.. jee le zara
Hai tujhe bhi ijaazat
Kar le tu bhi mohabbat
Hai tujhe bhi ijaazat
Kar le tu bhi mohabbat

In dino dil mera
Mujhse hai keh raha
Tu.. khwaab saja
Tu.. jee le zara
Hai tujhe bhi ijaazat
Kar le tu bhi mohabbat
Hai tujhe bhi ijaazat
Kar le tu bhi mohabbat

Beraang si hai padi zindagi
Kuchh rang to bharoon
Main apni tanhayi ke vaste
Ab kuchh to karoon
Aa...

Beraang si hai padi zindagi
Kuchh rang to bharoon
Main apni tanhayi ke vaste
Ab kuchh to karoon
Jab mile thodhi fursat
Jab mile thodhi fursat
Khud se kar le mohabbat
Hai tujhe bhi ijaazat
Kar le tu bhi mohabbat

Usko chhupa kar main
Sabse kabhi le chaloon kahin door
Aankhon ke pyaalon se peeta rahoon
Uske chehre ka noor
Aa..

Usko chhupa kar main
Sabse kabhi le chaloon kahin door
Aankhon ke pyaalon se peeta rahoon
Uske chehre ka noor
Is zamane se chhup kar
Is zamane se chhup kar
Poori kar loon main hasrat
Hai tujhe bhi ijaazat
Kar le tu bhi mohabbat

In dino dil mera
Mujhse hai keh raha
Tu.. khwaab saja
Tu.. jee le zara
Hai tujhe bhi ijaazat
Kar le tu bhi mohabbat
Hai tujhe bhi ijaazat
Kar le tu bhi mohabbat
"
749,Life in A Metro ,2007,Baatein Kuch Ankahee Si,Adnan Sami,Pritam Chakraborty,"Amitabh Varma, Sandeep Srivastava, Sayeed Quadri","Baatein kuch ankaahe si
Kuch ansuni se hone lagi
Kaabu dil pe raha na
Hasti hamari khone lagi
Wo.. wo.. wo.. o.. wo.. o..
Shayad yahi hai pyaar

Yeah..
Baatein kuch ankaahe si wo..
Kuch ansuni se hone lagi
Kaabu dil pe raha na
Hasti hamari khone lagi
Wo.. wo.. wo.. o.. wo.. o..
Shayad yahi hai pyaar
Shayad yahi hai pyaar

Keh de mujhse dil mein kya hai..
Aisa bhi kya guroor
Tujhko bhi to ho raha hai..
Thoda asar zaroor
Ho yeh khamoshi jeene na de
Koi to baat ho..
Wo.. wo.. wo.. o.. wo.. o..
Shayad yahi hai pyaar

Baatein kuch ankaahe si wo..
Kuch ansuni se hone lagi
Kaabu dil pe raha na
Hasti hamari khone lagi
Wo.. wo.. wo.. o.. wo.. o..
Shayad yahi hai pyaar
Shayad yahi hai pyaar

Tu hi meri roshni hai
Tu hi chirag hai..
Dheere dheere mit jaayega
Halka sa daag hai
Yeh zehar bhi yun peeya hai
Jaise sharaab ho..
Wo.. wo.. wo.. o.. wo.. o..
Shayad yahi hai pyaar

Baatein kuch ankaahe si wo..
Kuch ansuni se hone lagi
Kaabu dil pe raha na
Hasti hamari khone lagi
Wo.. wo.. wo.. o.. wo.. o..
Shayad yahi hai pyaar
Shayad yahi hai pyaar
"
750,Life is Beautiful ,2014,Sajna Ve,Rahat Fateh Ali Khan,John Hunt,Vimal Kashyap,"Saajan saajan main karun
Mhaaro saajan jeew jadi
Soorat likha dun jood lay
Baachu gha.di ghadi

Man baanvra hua ja raha
Kaisi lagan yeh lagi
Mujh mein kahin bhi main nahi
Tu hi tu hai mujh mein har kahin x (2)

Sajna ve, sajna ve rabba tu hi apna ve
Dekhe mere naina jise tu hi woh sapna ve
Sajna ve, sajna ve rabba tu hi apna ve
Dekhe mere naina jise tu hi woh sapna ve

Kisi raah bhi main chaloon
Tujhse main aake miloon
Deedar kar ke tera
Taaro ki tarah main khiloon

Khata maaf Rabba kare
Sajde mein tere jhukoon
Teri ik hansi pe yaara
Bina mol hi main bikoon

Sajna ve, sajna ve rabba tu hi apna ve
Dekhe mere naina jise tu hi woh sapna ve
Sajna ve, sajna ve rabba tu hi apna ve
Dekhe mere naina jise tu hi woh sapna ve

Noor chaand mein hai naya
Nayi hai fiza mein nami
Tum jo aaye the na meri
Zindagi mein thi har kami

Jab se teri sangat huyi
Duniya meri jannat huyi
Badalne lagi rut jaise
Khuda ki ibaadat huyi

Sajna ve, sajna ve rabba tu hi apna ve
Dekhe mere naina jise tu hi woh sapna ve
Sajna ve, sajna ve rabba tu hi apna ve
Dekhe mere naina jise tu hi woh sapna ve

Man baanvra hua ja raha
Kaisi lagan yeh lagi
Mujh mein kahin bhi main nahi
Tu hi tu hai mujh mein har kahin

Sajna ve, sajna ve rabba tu hi apna ve
Dekhe mere naina jise tu hi woh sapna ve
Sajna ve, sajna ve rabba tu hi apna ve
Dekhe mere naina jise tu hi woh sapna ve
"
751,Life is Beautiful ,2014,Manzilein,"Udit Narayan, Alka Yagnik",John Hunt,Vimal Kashyap,"Manzilein raastey sab terey waastey
Tujhse hai har samaa
Tu kahe to chaley
Tu kahe toh rukey
Yeh zameen, yeh jahaan
Teri inaayat hai
Teri yeh chaahat hai
Main iss kaabil kahan
Manzilein raastey sab terey waastey
Tujhse hai har samaa

Zulfein udden to shaam dhaley
Palken khulen to subah chaley
Tann tera chhoo ke
Chaley havaayen to mahkey sabaah
Terey labon se hi rang baney
Kaajal se terey bani ghata
Dilrubaa, meharbaan, o jaanejaan
Tu jo merey sath-sath hai
Baahon mein kaynaat hai
Maahiya! 

Manzilein raastey sab terey waastey
Tujhse hai har samaa
Tu kahe to chaley
Tu kahe toh rukey
Yeh zameen, yeh jahaan

Jis ghadi jab tu hase
Saari fizaayen jannat lagey
Rabb base mera teri nighahon mein O jaanejaan
Dil jhukey terey sajde mein
Tu hi merey ishk da jahaan
Jism mein, rooh mein tu hai ranvaa
Lamha wo sabse khaas hai
Jis ghadi tu merey paas hai
Maahiya! 

Manzilein raastey sab terey waastey
Tujhse hai har samaa
Tu kahe to chaley
Tu kahe toh rukey
Yeh zameen, yeh jahaan
"
752,Life is Beautiful ,2014,Kya Sunaoon,"Sonu Nigam, Shreya Ghoshal",John Hunt,Vimal Kashyap,"O.. piya.. piya..
Kya sunaaoon, kya bataaoon?
Kehna mushkil kitna chaahoon
Ho.. kya sunaaoon, kya bataaoon?
Kehna mushkil kitna chaahoon

Kya chhupaoon, kya dikhaoon?
Dil ke armaan kya ginaaoon?
Itna hi bas jaanta hoon
Bin tere bejaan sa hoon
[Aur kya main kahun] - 2 times
Kya sunaoon, kya bataoon?
Kehna mushkil kitna chaahoon

Kehna bahut kuchh chaahoon
Par tumse keh na paaun
Jaane mein kyon ghabraoon
Kuchh sochoon, dar jaaoon

Ho raha hai kya, na jaanoon
Raaton ko utth utth ke jaagoon
Hathon ko apne uttha ke
Rab se bas tujhko hi maangoon
Aur kya main kahun

Kya sunaoon, kya bataoon
Kehna mushkil kitna chahoon

[O piya piya piya
Tune yeh kya kiya
Tore bina kaheen laage na mora jiya] - 2 times

Dekhoon tujhe to jeena chaahoon
Na dekhoon, jee na paaoon
Hothon pe tujhko aa saja loon
Jab chaahoon gungunaoon

Meri har ek saans mein tu
Mere har ehsaas mein tu
Lab se jo kuchh bhi main boloon
Mere har alfaz mein tu
[Aur kya main kahun] - 4 times

[Kya main kahun] - 2 times
"
753,Life is Beautiful ,2014,Soniye Heeriye,"Richa Tirupati, Farhad",John Hunt,Vimal Kashyap,"Smash it! Whoa..

One more time
Check out!

And Stop!
Grow it up

[I don't know whats play in your mind
I think takin' me for a while
I never do you what by my side
I'm go to say bye bye bye] x 2

Aaja ankhiyon ke pench lada lein
Kudi aa dil ki patang udaa lein
Kar na yun bekar jawaani
Mil ke koi khichdi pakaa lein
Soniye heeriye lai gayi
Dil mera teri adaa, teri adaa
Soniye Heeriye tujhe pe hai
Dil fida, dil fida, dil fida

Try try try try try
One day you win my heart I think
Slice lies lie aai aai ya
You gotta know the tricks of the trade
One day you fly fly fly
I decide admire then your face
Stay stay stay be high
Don't be my last don't go away

Soniye Heeriye lai gayi
Dil mera teri adaa, teri adaa
Soniye Heeriye tujhe pe hai
Dil fida, dil fida, dil fida

Ha aa.. ha aa.. ha aa..
Dekho dekho din hain jawaani ke
Udaa le aaj mauj yaara
Socho socho aate kahaan life mein
Yeh mauke roz roz yaara
Dekho de de dekho tu bhi yahan
Main bhi yahan aur yeh samaa hai pyara
Maano maano yehi to umar hai
Behak jao aao yaara

Soniye Heeriye lai gayi
Dil mera teri adaa, teri adaa
Soniye Heeriye tujhe pe hai
Dil fida, dil fida, dil fida

Aaja ankhiyon ke pench lada lein
Kudi aa dil ki patang udaa lein
Kar na yun bekar jawaani
Mil ke koi khichdi pakaa lein
Soniye Heeriye lai gayi
Dil mera teri adaa, teri adaa
"
754,Loafer ,1973,Main Tere Ishq Mein Mar Na Jaaoon Kahin,Lata Mangeshkar,"Laxmikant, Pyarelal",Anand Bakshi,"Main tere ishq mein mar na jaaoon kahin
Tu mujhe aazmane ki koshish na kar
Main tere ishq mein mar na jaaoon kahin
Tu mujhe aazmane ki koshish na kar
Koobsurat hai tu, to hoon main bhi haseen
Mujhse nazrein churane ki koshish na kar
Main tere ishq mein

Shauk se tu mera imtehan le
Shauk se tu mera imtehan le
Tere kadmon pe rakh di hai jaan le
Bekadar bekhabar maan ja zid na kar
Tod kar dil mera aye mere humnashin
Is tarah muskurane ki koshish na kar
Koobsurat hai tu, to hoon main bhi haseen
Mujhse nazrein churane ki koshish na kar
Main tere ishq mein

Pher li kyun nazar mujhse rooth kar
Pher li kyun nazar mujhse rooth kar
Dil ke tukde huye toot toot kar
Kya kaha dilruba tu hai mujhse khafa
Ik bahana hai yeh haqeekat nahin
Yoon bahane banane ki koshish na kar
Koobsurat hai tu, to hoon main bhi haseen
Mujhse nazrein churane ki koshish na kar
Main tere ishq mein

Kab se baithi hoon main intezar mein
Kab se baithi hoon main intezar mein
Jhootha vaada hi kar koi pyar mein
Kya sitam hai sanam tere sar ki kasam
Yaad chaahe na kar tu mujhe gham nahin
Haan magar bhool jaane ki koshish na kar
Koobsurat hai tu, to hoon main bhi haseen
Mujhse nazrein churane ki koshish na kar
Main tere ishq mein mar na jaaoon kahin
Tu mujhe aazmane ki koshish na kar
Main tere ishq mein
"
755,Loafer ,1973,Aaj Mausam Bada Beimaan Hai,Mohammad Rafi,"Laxmikant, Pyarelal",Anand Bakshi,"Ho Aaj mausam bada beimaan hai
Bada beimaan hai, aaj mausam
Ho aaj mausam bada beimaan hai
Bada beimaan hai, aaj mausam
Aane wala koi toofan hai
Koi toofan hai, aaj mausam
Ho aaj mausam bada beimaan hai
Bada beimaan hai, aaj mausam

Kya hua hai, hua kuchh nahin hai
Kya hua hai, hua kuchh nahin hai
Baat kya hai pata kuchh nahin hai
Mujhse koi khata gayi to
Ismein meri khata kuchh nahin hai
Khoobsurat hai tu, rut jawan hai
Aaj mausam
Ho aaj mausam bada beimaan hai
Bada beimaan hai, aaj mausam

Kaali-kaali ghata dar rahi hai
Kaali-kaali ghata dar rahi hai
Thandi aahein hawa bhar rahi hai
Sabko kya-kya gumaan ho rahe hain
Har kali hum pe shaq kar rahi hai
Phoolon ka dil bhi kuchh badgumaan hai
Aaj mausam
Ho aaj mausam bada beimaan hai
Bada beimaan hai, aaj mausam

Aye mere yaar, aye husn wale
Aye mere yaar, aye husn wale
Dil kiya maine tere hawale
Teri marzi pe ab baat thehri
Jeene de chahe tu maar daale
Tere hathon mein ab meri jaan hai
Aaj mausam
Ho aaj mausam bada beimaan hai
Bada beimaan hai, aaj mausam
Aane wala koi toofan hai
Koi toofan hai, aaj mausam
Ho aaj mausam bada beimaan hai
Bada beimaan hai, aaj mausam
Aaj mausam
Aaj mausam
Aaj mausam
"
756,Loafer ,1973,Duniya Mein Tera Hai Bada Naam,Mohammad Rafi,"Laxmikant, Pyarelal",Anand Bakshi,"Duniya mein tera hai bada naam
Aaj mujhe bhi tujhse pad gaya kaam
Meri binti sune to jaanoon
Meri binti sune to jaanoon
Maanoon tujhe main Ram
Ram nahi to kar doonga
Saare jag mein tujhe badnaam
Duniya mein tera hai bada naam
Aaj mujhe bhi tujhse pad gaya kaam

Main nahi kehta, kehte hain saare
Main nahi kehta, kehte hain saare
Toone banaaye chaand sitaare
Tu dukh door kare to mere
Meri bigdi banaaye to tere
Gun gaaoon subah-o-shaam
Ram nahi to kar doonga
Saare jag mein tujhe badnaam
Duniya mein tera hai bada naam
Aaj mujhe bhi tujhse pad gaya kaam

Sathi jagat mein bas ik apna
Sathi jagat mein bas ik apna
Is jeevan ka aakhiri sapna
Woh bhi tod ke daata na le
Yun munh mod ke daata na le
Sar pe tu yeh iljaam
Ram nahi to kar doonga
Saare jag mein tujhe badnaam
Duniya mein tera hai bada naam
Aaj mujhe bhi tujhse pad gaya kaam

Majboori tere dar pe le aayi
Majboori tere dar pe le aayi
Asha ki maine jyot jagaayi
Oh man ki bujhti jyot jaga de
Meri tooti aas bandha de
Aaya main tere dhaam
Ram nahi to kar doonga
Saare jag mein tujhe badnaam

Duniya mein tera hai bada naam
Aaj mujhe bhi tujhse pad gaya kaam
Meri binti sune to jaanoon
Meri binti sune to jaanoon
Ho Ram, ho Ram
Meri binti sune to jaanoon
Meri binti sune to jaanoon
Ho Ram, ho Ram
"
757,Loafer ,1973,Koi Sehri Babu,Asha Bhosle,"Laxmikant, Pyarelal",Anand Bakshi,"Koi sehri babu, dil lehri babu haaye re
Pag bandh gaya ghunghroo
Main chham chham nachdi phiran
Koi sehri babu, dil lehri babu haaye re
Pag bandh gaya ghunghroo
Main chham chham nachdi phiran
Main to chaloon haule haule
Phir bhi man dole
Haaye ve mere Rabba main ki karaan
Main chham chham nachdi phiran
Koi sehri babu, dil lehri babu haaye re
Pag bandh gaya ghunghroo
Main chham chham nachdi phiran

Panghat pe main kam jaane lagi
Natkhat se main sharmane lagi
Panghat pe main kam jaane lagi
Natkhat se main sharmane lagi
Dhadkan se main ghabrane lagi
Darpan se main katrane lagi
Man khaye hichkole
Aise jaise naiya dole 
Haaye ve mere Rabba main ki karaan
Main chham chham nachdi phiran
Koi sehri babu, dil lehri babu haaye re
Pag bandh gaya ghunghroo
Main chham chham nachdi phiran

Sapnon mein chori se aane laga
Raaton ki nindiya churane laga
Sapnon mein chori se aane laga
Raaton ki nindiya churane laga
Nainon ki doli bitha ke mujhe
Leke bohat door jaane laga
Mere ghoonghta ko khole
Meethe meethe bol bole 
Haaye ve mere Rabba main ki karaan
Main chham chham nachdi phiraan
Koi sehri babu, dil lehri babu haaye re
Pag bandh gaya ghunghroo
Main chham chham nachdi phiran
"
758,Loafer ,1996,Teri Tirchi Nazar Mein Hai Jadu,Udit Narayan,"Anand, Milind",Nitin,"Teri tirchi nazar mein hai jadu
Teri patli kamar mein hai jadu

Teri tirchi nazar mein hai jadu
Teri patli kamar mein hai jadu
Jadu hai teri baaton mein
Teri baali umar mein hai jadu
Teri gali mein, ghar mein hai jadu

Gore gaalon mein tere hai jadu
Kaale baalon mein tere hai jadu
Jadu hai teri aankhon mein
Tere ang ang mein hai jadu
Tere roop rang mein hai jadu

Payal ki chhan chhan hai jadu
Choodi ki khan khan hai jadu
Kaanon ki baali hai jadu
Honthon ki laali hai jadu
Jo thumak thumak chalti hai tu
Jo thumak thumak chalti hai tu
To ashikon ke, ashikon ke, ashikon ke
Dil ko dhadkata hai jadu
Dil ko tadpata hai jadu

Teri tirchi nazar mein hai jadu
Teri patli kamar mein hai jadu
Jadu hai teri baaton mein
Teri baali umar mein hai jadu
Teri gali mein, ghar mein hai jadu

Gore gaalon mein tere hai jadu
Kaale baalon mein tere hai jadu
Jadu hai teri aankhon mein
Tere ang ang mein hai jadu
Tere roop rang mein hai jadu

Tera sharmana hai jadu
Tera ghabrana hai jadu
Tera balkhana hai jadu
Tera itrana hai jadu
Hai teri adaa mein woh jadu
Hai teri adaa mein woh jadu
Ke samne, to samne, to samne to
Pheeka pad jaaye har jadu
Tu kar de jadu par jadu

Teri tirchi nazar mein hai jadu
Teri patli kamar mein hai jadu
Jadu hai teri baaton mein
Teri baali umar mein hai jadu
Teri gali mein, ghar mein hai jadu

Gore gaalon mein tere hai jadu
Kaale baalon mein tere hai jadu
Jadu hai teri aankhon mein
Tere ang ang mein hai jadu
Tere roop rang mein hai jadu
"
759,Loafer ,1996,Pandit Ji Ne Haath Mera Dekha Tha Nainital Mein,"Alka Yagnik, Udit Narayan","Anand, Milind",Sameer,"Pandit ji ne haath mera dekha tha nainital mein
Pandit ji ne haath mera dekha tha Nainital mein
Kaha tha mujhse
Kya kaha, kya kaha
Kaha tha mujhse shaadi teri hogi
Atharah saal mein

Pandit ji ne haath mera dekha tha Bhopal mein
Pandit ji ne haath mera dekha tha Bhopal mein
Kaha tha pyare
Kya kaha, kya kaha
Kaha tha pyare kabhi na padna
Shaadi ke janjaal mein
Pandit ji ne haath mera dekha tha Nainital mein
Pandit ji ne haath mera dekha tha Bhopal mein

Atharah saal aur ek mahine ki main ho gayi raja
Atharah saal aur ek mahine ki main ho gayi raja
Ghode hathi sang baraati leke jaldi se aaja
Baahon ke haar se, haar se, haar se
Bhar de maang pyar se, pyar se, pyar se
Chain mujhe aayega jab
Main aaoongi sasural mein
Pandit ji ne haath mera dekha tha Bhopal mein
Pandit ji ne haath mera dekha tha Nainital mein

Shaadi-shuda mardon ki haalat
Dekhi hai maine rani
Shaadi-shuda mardon ki haalat
Dekhi hai maine rani
Maine suni hai logon se dukh bhari unki kahani
Ja peechha chhod de, chhod de, chhod de
Sheesha-e-dil tod de, tod de, tod de
Main na phasne wala hoon
Teri adaaon ke jaal mein

Pandit ji ne haath mera dekha tha Nainital mein
Pandit ji ne haath mera dekha tha Bhopal mein
Kaha tha pyare
Kya kaha, kya kaha
Kaha tha pyare kabhi na padna
Shaadi ke janjaal mein
"
760,Lootera ,2013,Shikayatein,"Mohan Kanan, Amitabh Bhattacharya",Amit Trivedi,Amitabh Bhattacharya,"Shikayatein mitaane lagi
Subah bedaag hai.. subah bedaag hai..
Jo barf ko galaane lagi
Kahin to aag hai.. kahin to aag hai..

Na udne ki is dafaa thaani..
Parindon ne bhi wafaa jaani..
Andhere ko baahon mein le ke
Ujaale ne ghar basaaya hai
Churaya tha jo chukaaya hai

Shikayatein mitaane lagi
Subah bedaag hai..
Jo barf ko galaane lagi

Ek jeet tu hai, ek haar main hoon
Haar jeet jode, jeeta main hoon
Ek jeet tu hai, ek haar main hoon..

Batayein phir galtiyaan.. ginaaye..
Sitare jab bhi saja sunayein
Looteron ko baaghbaan banayein
Naseebon ki baat hai, naseebon ki baat hai..

Zameer ki kahani hai yeh
Yehi bairaag hai.. yehi bairaag hai..

Shikayaten mitaane lagi

Na udne ki is dafaa thaani..
Parindon ne bhi wafaa jaani..
Andhere ko baahon mein le ke
Ujaale ne ghar basaaya hai
Churaya tha jo chukaaya hai

Shikayatein mitaane lagi
Subah bedaag hai.. subah bedaag hai..
"
761,Lootera ,2013,Monta Re,"Swanand Kirkire, Amitabh Bhattacharya",Amit Trivedi,Amitabh Bhattacharya,"Hmm.. Hmm.. Hmm..

Kaagaz ke do pankh le ke
Uda chala jaaye re
Jahaan nahin jaana tha yeh 
Wahin chala haye re

Umar ka yeh tana bana 
Samajh na paaye re
Zubaan pe jo moah maya
Namak lagaaye re
Ke dekhe na bhale na
Jaane na gaaye re
Disha hara kyamun boka
Monta re

Kaagaz ke do pankh le ke
Uda chala jaaye re
Jahaan nahin jaana tha yeh 
Wahin chala haye re

Umar ka yeh tana bana 
Samajh na paaye re
Zubaan pe jo moah maya
Namak lagaaye re
Ke dekhe na bhale na
Jaane na gaaye re
Disha hara kyamun boka
Monta re

De tana.. de tana.. de tana.. de tana.. 
De tana.. de tana.. de tana.. de tana..

Fateh kare kile saare
Bhed jaaye deewarein
Prem koi sendh laage.. 
[Laage re laage]
Agar magar baari baari
Jiya ko yun uchhaale
Jiya nahin gend laage.. 
[Laage re laage]

Maati ko ye chandan sa 
Maathe pe sajaaye re..
Zubaan pe jo moah maya
Namak lagaaye re
Ke dekhe na bhale na
Jaane na gaaye re
Disha hara kyamun boka
Monta re

De tana.. de tana.. de tana.. de tana.. 
De tana.. de tana.. de tana.. de tana..
"
762,Lootera ,2013,Zinda,Amit Trivedi,Amit Trivedi,Amitabh Bhattacharya,"Mujhe chhod do.. mere haal pe
Mujhe chhod do.. mere haal pe
Zinda hoon yaar kaafi hai
Zinda hoon yaar kaafi hai

Mujhe chhod do.. mere haal pe
Mujhe chhod do.. mere haal pe
Zinda hoon yaar kaafi hai
Zinda hoon yaar kaafi hai

Ho... kaafi hai, kaafi hai

Hawaaon se jo manga hissa mera..
To badle mein hawa ne saans di
Akelepan se chhedi jab guftugoo
Mere dil ne aawaz di
Mere haathon hua jo kissa shuroo
Use pura to karna hai mujhe
Kabra par mere
Sar utha kar khadi ho zindagi
Aise marna hai mujhe..

Kuchh mangna baaki nahi
Kuchh mangna baaki nahi
Jitna mila kaafi hai..
Zinda hoon yaar kaafi hai..

Mujhe chhod do.. mere haal pe
Mujhe chhod do.. mere haal pe
Zinda hoon yaar kaafi hai
Zinda hoon yaar kaafi hai

Mujhe chhod do..
Mujhe chhod do..
Mere haal pe.. mere haal pe..
Mere haal pe.. mere haal pe..
Mere haal pe.. mere haal pe..
Mere haal pe.. mere haal pe..
"
763,Lootera ,2013,Manmarziyan,"Shilpa Rao, Amitabh Bhattacharya, Amit Trivedi",Amit Trivedi,Amitabh Bhattacharya,"Yun to solah saavan aaye gaye
Gaur nahin kiya hamne..

Bheega man ka aangan is martaba..
Kya jaane kya kiya tumne..

Dil mein jaage.. 
Ishq waali 
Manmarziyan.. manmarziyaan..
Zid ki maare [Yoon to solah]
Bhooli bhaali [Savan]
Manmarziyaan [Aaye gaye]
Man Marziyan

Ab talak se.. 
Kuchh alag si 
Manmarziyan.. manmarziya..
Hum zameen pe.. [Bheega man ka]
Tu falak se.. [Aangan]
Manmarziyan [Is martaba]
Manmarziyan

Sikkon jaise..
Hai uchhaali..
Manmarziyan.. manmarziya..
Zid ki maari.. [Yun to solah]
Bhooli bhaali.. [Sawan]
Manmarziyan.. manmarziya..

Be adab si..
Par gazab si..
Manmarziyan.. man marziya..

Hosh khoya..
Par sambhaali...
Manmarziyan.. manmarziya..
Zid ki maari.. [Yun to solah]
Bhooli bhaali.. [Sawan]
Manmarziyan.. manmarziya..
"
764,Lootera ,2013,Ankahee,Amitabh Bhattacharya,Amit Trivedi,Amitabh Bhattacharya,"Tumne kabhi bhi mujhse pyar kiya tha
Mere saath hi aisa kyon kiya
Kya kabhi savera ha haan...
Laata hai andhera ha haan...
Sookhi siyaahi... 
Deti hai gawaahi...
Sadiyon purani aisi ek kahaani
Reh gayi, reh gayi Ankahee...
Ankahee... ii...

Kya kabhi bahaar bhi
Peshagi laati hai
Aane wale patjhad ki
O.. baarishein naarazagi 
Bhi jataa jaati hai
Kabhi kabhi ambar ki..
Patte jo shaakhon se toote..
Bewajah to nahi roothe aise bhi..

Sadiyon purani aisi ek kahaani
Reh gayi, reh gayi ankahi...
O... unkahee... ii...
"
765,Lootera ,2013,Sawaar Loon,Monali Thakur,Amit Trivedi,Amitabh Bhattacharya,"Hawa ke jhonke aaj mausamon se rooth gaye
Bulon ki shokhiyaan jo bhanwre aa ke loot gaye
Badal rahi hai aaj zindagi ki chaal zara
Isi bahaane kyun na main bhi dil ka haal zara...
Sanwaar loon, haaye Sawaar loon
Sanwar loon, haaye sanwaar lu

Main to aise hi dekh rahi thi
Aise hi dekh rahe the ya mujhe bhi dekh rahe the
Kaise dekh rahe the
Waise hi jaise dekha jaata hai
Tab jab ho jaata hai
Kya ho jaata hai
Yaar tum gussa kyun ho rahe ho
Tum jo khayali pulaav pakaa rahe ho na
Main bas usmein thoda sa dum bhar raha hoon
Main kuchh nahin paka rahi hoon

Baraamde puraane hain, nai si dhoop hai
Jo palkein khatkhata raha hai kiska roop hai
Sharartein kare jo aise bhoolte hain job
Usko naam se main pukaar loon
Sanwaar loon haaye sanwar lu
Sanwaar loon, sawaar loon..

Hawa ke jhonke aaj mausamon se rooth gaye
Bulon ki shokhiyaan jo bhanwre aa ke loot gaye
Badal rahi hai aaj zindagi ki chaal zara
Isi bahaane kyun na main bhi dil ka haal zara...
"
